"","V1","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK","STATE"
"1",198922,"G49000101001001",490011001001,"27","3",49
"2",198923,"G49000101001002",490011001002,"50","8",49
"3",198924,"G49000101001003",490011001003,"48","8",49
"4",198925,"G49000101002001",490011002001,"49","8",49
"5",198926,"G49000101002002",490011002002,"60","9",49
"6",198927,"G49000101002003",490011002003,"80","10",49
"7",198928,"G49000309601001",490039601001,"49","8",49
"8",198929,"G49000309601002",490039601002,"35","5",49
"9",198930,"G49000309601003",490039601003,"57","9",49
"10",198931,"G49000309602001",490039602001,"44","7",49
"11",198932,"G49000309602002",490039602002,"45","7",49
"12",198933,"G49000309602003",490039602003,"56","9",49
"13",198934,"G49000309602004",490039602004,"39","6",49
"14",198935,"G49000309602005",490039602005,"38","6",49
"15",198936,"G49000309602006",490039602006,"59","9",49
"16",198937,"G49000309603001",490039603001,"47","7",49
"17",198938,"G49000309603002",490039603002,"63","10",49
"18",198939,"G49000309603003",490039603003,"79","10",49
"19",198940,"G49000309603004",490039603004,"51","8",49
"20",198941,"G49000309603005",490039603005,"55","9",49
"21",198942,"G49000309603006",490039603006,"54","9",49
"22",198943,"G49000309604001",490039604001,"41","6",49
"23",198944,"G49000309604002",490039604002,"41","6",49
"24",198945,"G49000309604003",490039604003,"57","9",49
"25",198946,"G49000309605001",490039605001,"43","7",49
"26",198947,"G49000309605002",490039605002,"48","8",49
"27",198948,"G49000309605003",490039605003,"61","9",49
"28",198949,"G49000309605004",490039605004,"65","10",49
"29",198950,"G49000309606011",490039606011,"64","10",49
"30",198951,"G49000309606012",490039606012,"44","7",49
"31",198952,"G49000309606013",490039606013,"53","8",49
"32",198953,"G49000309606014",490039606014,"68","10",49
"33",198954,"G49000309606021",490039606021,"40","6",49
"34",198955,"G49000309606022",490039606022,"34","5",49
"35",198956,"G49000309606023",490039606023,"47","7",49
"36",198957,"G49000309607011",490039607011,"57","9",49
"37",198958,"G49000309607012",490039607012,"54","9",49
"38",198959,"G49000309607013",490039607013,"62","9",49
"39",198960,"G49000309607021",490039607021,"55","9",49
"40",198961,"G49000309607022",490039607022,"63","10",49
"41",198962,"G49000309608011",490039608011,"31","4",49
"42",198963,"G49000309608012",490039608012,"38","6",49
"43",198964,"G49000309608013",490039608013,"31","4",49
"44",198965,"G49000309608021",490039608021,"27","3",49
"45",198966,"G49000309608022",490039608022,"41","6",49
"46",198967,"G49000309608023",490039608023,"32","4",49
"47",198968,"G49000500001011",490050001011,"40","6",49
"48",198969,"G49000500001012",490050001012,"52","8",49
"49",198970,"G49000500001013",490050001013,"53","8",49
"50",198971,"G49000500001021",490050001021,"50","8",49
"51",198972,"G49000500001022",490050001022,"58","9",49
"52",198973,"G49000500002011",490050002011,"47","7",49
"53",198974,"G49000500002012",490050002012,"37","5",49
"54",198975,"G49000500002021",490050002021,"53","8",49
"55",198976,"G49000500002022",490050002022,"38","6",49
"56",198977,"G49000500002023",490050002023,"39","6",49
"57",198978,"G49000500002024",490050002024,"26","3",49
"58",198979,"G49000500003001",490050003001,"50","8",49
"59",198980,"G49000500003002",490050003002,"40","6",49
"60",198981,"G49000500003003",490050003003,"35","5",49
"61",198982,"G49000500003004",490050003004,"52","8",49
"62",198983,"G49000500004011",490050004011,"57","9",49
"63",198984,"G49000500004012",490050004012,"31","4",49
"64",198985,"G49000500004021",490050004021,"14","1",49
"65",198986,"G49000500004022",490050004022,"29","4",49
"66",198987,"G49000500004031",490050004031,"34","5",49
"67",198988,"G49000500004032",490050004032,"42","7",49
"68",198989,"G49000500004033",490050004033,"44","7",49
"69",198990,"G49000500004034",490050004034,"26","3",49
"70",198991,"G49000500005011",490050005011,"59","9",49
"71",198992,"G49000500005012",490050005012,"73","10",49
"72",198993,"G49000500005013",490050005013,"67","10",49
"73",198994,"G49000500005014",490050005014,"67","10",49
"74",198995,"G49000500005021",490050005021,"53","8",49
"75",198996,"G49000500005022",490050005022,"55","9",49
"76",198997,"G49000500006001",490050006001,"41","6",49
"77",198998,"G49000500006002",490050006002,"58","9",49
"78",198999,"G49000500006003",490050006003,"67","10",49
"79",199000,"G49000500006004",490050006004,"48","8",49
"80",199001,"G49000500006005",490050006005,"62","9",49
"81",199002,"G49000500006006",490050006006,"61","9",49
"82",199003,"G49000500007011",490050007011,"29","4",49
"83",199004,"G49000500007012",490050007012,"40","6",49
"84",199005,"G49000500007013",490050007013,"41","6",49
"85",199006,"G49000500007021",490050007021,"51","8",49
"86",199007,"G49000500007022",490050007022,"GQ","GQ",49
"87",199008,"G49000500007023",490050007023,"53","8",49
"88",199009,"G49000500008001",490050008001,"69","10",49
"89",199010,"G49000500008002",490050008002,"58","9",49
"90",199011,"G49000500008003",490050008003,"68","10",49
"91",199012,"G49000500008004",490050008004,"68","10",49
"92",199013,"G49000500009001",490050009001,"57","9",49
"93",199014,"G49000500009002",490050009002,"65","10",49
"94",199015,"G49000500009003",490050009003,"55","9",49
"95",199016,"G49000500010011",490050010011,"58","9",49
"96",199017,"G49000500010012",490050010012,"56","9",49
"97",199018,"G49000500010021",490050010021,"63","10",49
"98",199019,"G49000500010022",490050010022,"68","10",49
"99",199020,"G49000500010023",490050010023,"61","9",49
"100",199021,"G49000500010024",490050010024,"57","9",49
"101",199022,"G49000500011011",490050011011,"40","6",49
"102",199023,"G49000500011012",490050011012,"24","3",49
"103",199024,"G49000500011013",490050011013,"53","8",49
"104",199025,"G49000500011021",490050011021,"23","3",49
"105",199026,"G49000500011022",490050011022,"43","7",49
"106",199027,"G49000500011023",490050011023,"31","4",49
"107",199028,"G49000500012011",490050012011,"33","5",49
"108",199029,"G49000500012012",490050012012,"25","3",49
"109",199030,"G49000500012013",490050012013,"34","5",49
"110",199031,"G49000500012021",490050012021,"31","4",49
"111",199032,"G49000500012022",490050012022,"35","5",49
"112",199033,"G49000500013001",490050013001,"27","3",49
"113",199034,"G49000500013002",490050013002,"32","4",49
"114",199035,"G49000500013003",490050013003,"31","4",49
"115",199036,"G49000500014011",490050014011,"48","8",49
"116",199037,"G49000500014012",490050014012,"53","8",49
"117",199038,"G49000500014013",490050014013,"45","7",49
"118",199039,"G49000500014021",490050014021,"40","6",49
"119",199040,"G49000500014022",490050014022,"49","8",49
"120",199041,"G49000500014023",490050014023,"55","9",49
"121",199042,"G49000500015001",490050015001,"21","2",49
"122",199043,"G49000500015002",490050015002,"30","4",49
"123",199044,"G49000509801001",490059801001,"30","4",49
"124",199045,"G49000700001001",490070001001,"46","7",49
"125",199046,"G49000700001002",490070001002,"66","10",49
"126",199047,"G49000700002001",490070002001,"68","10",49
"127",199048,"G49000700002002",490070002002,"51","8",49
"128",199049,"G49000700002003",490070002003,"58","9",49
"129",199050,"G49000700003001",490070003001,"72","10",49
"130",199051,"G49000700003002",490070003002,"85","10",49
"131",199052,"G49000700003003",490070003003,"93","10",49
"132",199053,"G49000700003004",490070003004,"76","10",49
"133",199054,"G49000700005001",490070005001,"47","7",49
"134",199055,"G49000700005002",490070005002,"68","10",49
"135",199056,"G49000700006001",490070006001,"93","10",49
"136",199057,"G49000700006002",490070006002,"59","9",49
"137",199058,"G49000700006003",490070006003,"69","10",49
"138",199059,"G49000909601001",490099601001,"50","8",49
"139",199060,"G49001101251021",490111251021,"19","2",49
"140",199061,"G49001101251022",490111251022,"18","2",49
"141",199062,"G49001101251031",490111251031,"21","2",49
"142",199063,"G49001101251032",490111251032,"40","6",49
"143",199064,"G49001101251041",490111251041,"24","3",49
"144",199065,"G49001101251042",490111251042,"22","2",49
"145",199066,"G49001101251043",490111251043,"24","3",49
"146",199067,"G49001101252001",490111252001,"28","4",49
"147",199068,"G49001101252002",490111252002,"29","4",49
"148",199069,"G49001101253011",490111253011,"45","7",49
"149",199070,"G49001101253012",490111253012,"59","9",49
"150",199071,"G49001101253013",490111253013,"59","9",49
"151",199072,"G49001101253014",490111253014,"57","9",49
"152",199073,"G49001101253031",490111253031,"25","3",49
"153",199074,"G49001101253032",490111253032,"32","4",49
"154",199075,"G49001101253033",490111253033,"37","5",49
"155",199076,"G49001101253041",490111253041,"42","7",49
"156",199077,"G49001101253042",490111253042,"38","6",49
"157",199078,"G49001101253043",490111253043,"48","8",49
"158",199079,"G49001101253051",490111253051,"27","3",49
"159",199080,"G49001101253052",490111253052,"39","6",49
"160",199081,"G49001101253053",490111253053,"41","6",49
"161",199082,"G49001101254011",490111254011,"27","3",49
"162",199083,"G49001101254012",490111254012,"27","3",49
"163",199084,"G49001101254013",490111254013,"32","4",49
"164",199085,"G49001101254031",490111254031,"26","3",49
"165",199086,"G49001101254032",490111254032,"24","3",49
"166",199087,"G49001101254033",490111254033,"29","4",49
"167",199088,"G49001101254051",490111254051,"31","4",49
"168",199089,"G49001101254052",490111254052,"28","4",49
"169",199090,"G49001101254061",490111254061,"43","7",49
"170",199091,"G49001101254062",490111254062,"17","2",49
"171",199092,"G49001101255011",490111255011,"50","8",49
"172",199093,"G49001101255012",490111255012,"42","7",49
"173",199094,"G49001101255013",490111255013,"44","7",49
"174",199095,"G49001101255021",490111255021,"67","10",49
"175",199096,"G49001101255022",490111255022,"34","5",49
"176",199097,"G49001101255023",490111255023,"41","6",49
"177",199098,"G49001101255031",490111255031,"38","6",49
"178",199099,"G49001101255032",490111255032,"31","4",49
"179",199100,"G49001101256001",490111256001,"43","7",49
"180",199101,"G49001101257011",490111257011,"62","9",49
"181",199102,"G49001101257012",490111257012,"54","9",49
"182",199103,"G49001101257021",490111257021,"69","10",49
"183",199104,"G49001101257022",490111257022,"63","10",49
"184",199105,"G49001101257023",490111257023,"60","9",49
"185",199106,"G49001101258011",490111258011,"64","10",49
"186",199107,"G49001101258012",490111258012,"49","8",49
"187",199108,"G49001101258013",490111258013,"48","8",49
"188",199109,"G49001101258014",490111258014,"53","8",49
"189",199110,"G49001101258041",490111258041,"25","3",49
"190",199111,"G49001101258042",490111258042,"26","3",49
"191",199112,"G49001101258043",490111258043,"28","4",49
"192",199113,"G49001101258044",490111258044,"26","3",49
"193",199114,"G49001101258051",490111258051,"59","9",49
"194",199115,"G49001101258052",490111258052,"36","5",49
"195",199116,"G49001101258053",490111258053,"37","5",49
"196",199117,"G49001101258071",490111258071,"37","5",49
"197",199118,"G49001101258072",490111258072,"98","10",49
"198",199119,"G49001101258081",490111258081,"46","7",49
"199",199120,"G49001101258082",490111258082,"40","6",49
"200",199121,"G49001101258083",490111258083,"62","9",49
"201",199122,"G49001101259051",490111259051,"32","4",49
"202",199123,"G49001101259052",490111259052,"42","7",49
"203",199124,"G49001101259053",490111259053,"67","10",49
"204",199125,"G49001101259054",490111259054,"29","4",49
"205",199126,"G49001101259061",490111259061,"35","5",49
"206",199127,"G49001101259062",490111259062,"18","2",49
"207",199128,"G49001101259063",490111259063,"43","7",49
"208",199129,"G49001101259071",490111259071,"29","4",49
"209",199130,"G49001101259081",490111259081,"22","2",49
"210",199131,"G49001101259082",490111259082,"36","5",49
"211",199132,"G49001101259083",490111259083,"31","4",49
"212",199133,"G49001101260011",490111260011,"60","9",49
"213",199134,"G49001101260012",490111260012,"52","8",49
"214",199135,"G49001101260013",490111260013,"67","10",49
"215",199136,"G49001101260014",490111260014,"44","7",49
"216",199137,"G49001101260021",490111260021,"20","2",49
"217",199138,"G49001101260022",490111260022,"44","7",49
"218",199139,"G49001101261011",490111261011,"49","8",49
"219",199140,"G49001101261012",490111261012,"20","2",49
"220",199141,"G49001101261013",490111261013,"26","3",49
"221",199142,"G49001101261014",490111261014,"26","3",49
"222",199143,"G49001101261041",490111261041,"11","1",49
"223",199144,"G49001101261042",490111261042,"15","1",49
"224",199145,"G49001101261043",490111261043,"17","2",49
"225",199146,"G49001101261051",490111261051,"27","3",49
"226",199147,"G49001101261052",490111261052,"20","2",49
"227",199148,"G49001101261053",490111261053,"25","3",49
"228",199149,"G49001101261054",490111261054,"28","4",49
"229",199150,"G49001101262021",490111262021,"18","2",49
"230",199151,"G49001101262022",490111262022,"23","3",49
"231",199152,"G49001101262031",490111262031,"11","1",49
"232",199153,"G49001101262032",490111262032,"12","1",49
"233",199154,"G49001101262041",490111262041,"18","2",49
"234",199155,"G49001101262042",490111262042,"24","3",49
"235",199156,"G49001101262043",490111262043,"25","3",49
"236",199157,"G49001101263031",490111263031,"18","2",49
"237",199158,"G49001101263032",490111263032,"26","3",49
"238",199159,"G49001101263041",490111263041,"27","3",49
"239",199160,"G49001101263042",490111263042,"21","2",49
"240",199161,"G49001101263043",490111263043,"18","2",49
"241",199162,"G49001101263051",490111263051,"22","2",49
"242",199163,"G49001101263061",490111263061,"38","6",49
"243",199164,"G49001101263062",490111263062,"40","6",49
"244",199165,"G49001101263063",490111263063,"34","5",49
"245",199166,"G49001101264021",490111264021,"14","1",49
"246",199167,"G49001101264022",490111264022,"12","1",49
"247",199168,"G49001101264041",490111264041,"9","1",49
"248",199169,"G49001101264042",490111264042,"38","6",49
"249",199170,"G49001101264051",490111264051,"22","2",49
"250",199171,"G49001101264052",490111264052,"8","1",49
"251",199172,"G49001101264061",490111264061,"28","4",49
"252",199173,"G49001101264062",490111264062,"39","6",49
"253",199174,"G49001101265001",490111265001,"21","2",49
"254",199175,"G49001101265002",490111265002,"29","4",49
"255",199176,"G49001101265003",490111265003,"35","5",49
"256",199177,"G49001101265004",490111265004,"30","4",49
"257",199178,"G49001101265005",490111265005,"23","3",49
"258",199179,"G49001101266001",490111266001,"39","6",49
"259",199180,"G49001101266002",490111266002,"42","7",49
"260",199181,"G49001101266003",490111266003,"39","6",49
"261",199182,"G49001101267001",490111267001,"50","8",49
"262",199183,"G49001101267002",490111267002,"38","6",49
"263",199184,"G49001101267003",490111267003,"46","7",49
"264",199185,"G49001101267004",490111267004,"32","4",49
"265",199186,"G49001101268011",490111268011,"13","1",49
"266",199187,"G49001101268012",490111268012,"20","2",49
"267",199188,"G49001101268013",490111268013,"19","2",49
"268",199189,"G49001101268021",490111268021,"20","2",49
"269",199190,"G49001101268022",490111268022,"28","4",49
"270",199191,"G49001101268023",490111268023,"20","2",49
"271",199192,"G49001101269011",490111269011,"50","8",49
"272",199193,"G49001101269012",490111269012,"33","5",49
"273",199194,"G49001101269013",490111269013,"31","4",49
"274",199195,"G49001101269014",490111269014,"57","9",49
"275",199196,"G49001101269015",490111269015,"39","6",49
"276",199197,"G49001101269016",490111269016,"40","6",49
"277",199198,"G49001101269021",490111269021,"33","5",49
"278",199199,"G49001101269022",490111269022,"34","5",49
"279",199200,"G49001101269023",490111269023,"37","5",49
"280",199201,"G49001101269024",490111269024,"29","4",49
"281",199202,"G49001101270021",490111270021,"38","6",49
"282",199203,"G49001101270022",490111270022,"47","7",49
"283",199204,"G49001101270031",490111270031,"26","3",49
"284",199205,"G49001101270032",490111270032,"24","3",49
"285",199206,"G49001101270041",490111270041,"30","4",49
"286",199207,"G49001101270042",490111270042,"31","4",49
"287",199208,"G49001101270043",490111270043,"43","7",49
"288",199209,"G49001101270044",490111270044,"41","6",49
"289",199210,"G49001101271001",490111271001,"45","7",49
"290",199211,"G49001101271002",490111271002,"37","5",49
"291",199212,"G49001101271003",490111271003,"26","3",49
"292",199213,"G49001101271004",490111271004,"30","4",49
"293",199214,"G49001101271005",490111271005,"16","2",49
"294",199215,"G49001309403001",490139403001,"61","9",49
"295",199216,"G49001309403002",490139403002,"62","9",49
"296",199217,"G49001309403003",490139403003,"51","8",49
"297",199218,"G49001309405001",490139405001,"40","6",49
"298",199219,"G49001309405002",490139405002,"68","10",49
"299",199220,"G49001309405003",490139405003,"60","9",49
"300",199221,"G49001309405004",490139405004,"37","5",49
"301",199222,"G49001309406001",490139406001,"66","10",49
"302",199223,"G49001309406002",490139406002,"52","8",49
"303",199224,"G49001309406003",490139406003,"47","7",49
"304",199225,"G49001309406004",490139406004,"46","7",49
"305",199226,"G49001309406005",490139406005,"46","7",49
"306",199227,"G49001509762001",490159762001,"68","10",49
"307",199228,"G49001509762002",490159762002,"48","8",49
"308",199229,"G49001509762003",490159762003,"73","10",49
"309",199230,"G49001509762004",490159762004,"58","9",49
"310",199231,"G49001509763001",490159763001,"71","10",49
"311",199232,"G49001509763002",490159763002,"63","10",49
"312",199233,"G49001509765001",490159765001,"62","9",49
"313",199234,"G49001509765002",490159765002,"67","10",49
"314",199235,"G49001509765003",490159765003,"73","10",49
"315",199236,"G49001700003001",490170003001,"65","10",49
"316",199237,"G49001700003002",490170003002,"43","7",49
"317",199238,"G49001700004001",490170004001,"57","9",49
"318",199239,"G49001700004002",490170004002,"51","8",49
"319",199240,"G49001900002001",490190002001,"44","7",49
"320",199241,"G49001900002002",490190002002,"47","7",49
"321",199242,"G49001900002003",490190002003,"43","7",49
"322",199243,"G49001900002004",490190002004,"49","8",49
"323",199244,"G49001900003001",490190003001,"41","6",49
"324",199245,"G49001900003002",490190003002,"54","9",49
"325",199246,"G49001900003003",490190003003,"29","4",49
"326",199247,"G49002101101001",490211101001,"46","7",49
"327",199248,"G49002101101002",490211101002,"61","9",49
"328",199249,"G49002101101003",490211101003,"58","9",49
"329",199250,"G49002101101004",490211101004,"38","6",49
"330",199251,"G49002101102001",490211102001,"44","7",49
"331",199252,"G49002101102002",490211102002,"50","8",49
"332",199253,"G49002101102003",490211102003,"41","6",49
"333",199254,"G49002101102004",490211102004,"56","9",49
"334",199255,"G49002101103001",490211103001,"36","5",49
"335",199256,"G49002101103002",490211103002,"57","9",49
"336",199257,"G49002101104001",490211104001,"86","10",49
"337",199258,"G49002101104002",490211104002,"60","9",49
"338",199259,"G49002101104003",490211104003,"49","8",49
"339",199260,"G49002101104004",490211104004,"39","6",49
"340",199261,"G49002101105001",490211105001,"35","5",49
"341",199262,"G49002101105002",490211105002,"47","7",49
"342",199263,"G49002101105003",490211105003,"63","10",49
"343",199264,"G49002101105004",490211105004,"67","10",49
"344",199265,"G49002101106001",490211106001,"60","9",49
"345",199266,"G49002101106002",490211106002,"63","10",49
"346",199267,"G49002101106003",490211106003,"61","9",49
"347",199268,"G49002101106004",490211106004,"45","7",49
"348",199269,"G49002101107011",490211107011,"52","8",49
"349",199270,"G49002101107012",490211107012,"30","4",49
"350",199271,"G49002101107013",490211107013,"46","7",49
"351",199272,"G49002101107021",490211107021,"39","6",49
"352",199273,"G49002101107022",490211107022,"34","5",49
"353",199274,"G49002300101001",490230101001,"41","6",49
"354",199275,"G49002300101002",490230101002,"34","5",49
"355",199276,"G49002300101003",490230101003,"54","9",49
"356",199277,"G49002300101004",490230101004,"51","8",49
"357",199278,"G49002300102001",490230102001,"80","10",49
"358",199279,"G49002300102002",490230102002,"33","5",49
"359",199280,"G49002300102003",490230102003,"56","9",49
"360",199281,"G49002501301001",490251301001,"31","4",49
"361",199282,"G49002501301002",490251301002,"78","10",49
"362",199283,"G49002501301003",490251301003,"56","9",49
"363",199284,"G49002501302001",490251302001,"30","4",49
"364",199285,"G49002501302002",490251302002,"64","10",49
"365",199286,"G49002501302003",490251302003,"58","9",49
"366",199287,"G49002501302004",490251302004,"56","9",49
"367",199288,"G49002709741001",490279741001,"55","9",49
"368",199289,"G49002709741002",490279741002,"56","9",49
"369",199290,"G49002709741003",490279741003,"49","8",49
"370",199291,"G49002709741004",490279741004,"83","10",49
"371",199292,"G49002709742001",490279742001,"67","10",49
"372",199293,"G49002709742002",490279742002,"53","8",49
"373",199294,"G49002709742003",490279742003,"50","8",49
"374",199295,"G49002709743001",490279743001,"55","9",49
"375",199296,"G49002709743002",490279743002,"54","9",49
"376",199297,"G49002709743003",490279743003,"61","9",49
"377",199298,"G49002709743004",490279743004,"67","10",49
"378",199299,"G49002909701001",490299701001,"15","1",49
"379",199300,"G49002909701002",490299701002,"31","4",49
"380",199301,"G49002909701003",490299701003,"29","4",49
"381",199302,"G49002909701004",490299701004,"20","2",49
"382",199303,"G49002909702001",490299702001,"24","3",49
"383",199304,"G49003109601001",490319601001,"54","9",49
"384",199305,"G49003109601002",490319601002,"64","10",49
"385",199306,"G49003309501001",490339501001,"37","5",49
"386",199307,"G49003309501002",490339501002,"60","9",49
"387",199308,"G49003501001001",490351001001,"46","7",49
"388",199309,"G49003501001002",490351001002,"51","8",49
"389",199310,"G49003501002001",490351002001,"5","1",49
"390",199311,"G49003501003061",490351003061,"64","10",49
"391",199312,"G49003501003062",490351003062,"65","10",49
"392",199313,"G49003501003063",490351003063,"58","9",49
"393",199314,"G49003501003071",490351003071,"43","7",49
"394",199315,"G49003501003072",490351003072,"40","6",49
"395",199316,"G49003501003073",490351003073,"31","4",49
"396",199317,"G49003501003081",490351003081,"49","8",49
"397",199318,"G49003501003082",490351003082,"58","9",49
"398",199319,"G49003501005001",490351005001,"33","5",49
"399",199320,"G49003501005002",490351005002,"59","9",49
"400",199321,"G49003501005003",490351005003,"56","9",49
"401",199322,"G49003501005004",490351005004,"52","8",49
"402",199323,"G49003501005005",490351005005,"58","9",49
"403",199324,"G49003501006001",490351006001,"64","10",49
"404",199325,"G49003501006002",490351006002,"53","8",49
"405",199326,"G49003501006003",490351006003,"54","9",49
"406",199327,"G49003501006004",490351006004,"98","10",49
"407",199328,"G49003501006005",490351006005,"69","10",49
"408",199329,"G49003501007001",490351007001,"22","3",49
"409",199330,"G49003501007002",490351007002,"30","4",49
"410",199331,"G49003501007003",490351007003,"29","4",49
"411",199332,"G49003501008001",490351008001,"38","6",49
"412",199333,"G49003501008002",490351008002,"34","5",49
"413",199334,"G49003501008003",490351008003,"40","6",49
"414",199335,"G49003501010001",490351010001,"17","2",49
"415",199336,"G49003501010002",490351010002,"14","1",49
"416",199337,"G49003501011011",490351011011,"24","3",49
"417",199338,"G49003501011012",490351011012,"16","2",49
"418",199339,"G49003501011021",490351011021,"41","6",49
"419",199340,"G49003501011022",490351011022,"23","3",49
"420",199341,"G49003501011023",490351011023,"40","6",49
"421",199342,"G49003501012001",490351012001,"9","1",49
"422",199343,"G49003501012002",490351012002,"15","1",49
"423",199344,"G49003501012003",490351012003,"43","7",49
"424",199345,"G49003501012004",490351012004,"60","9",49
"425",199346,"G49003501014001",490351014001,"GQ","GQ",49
"426",199347,"G49003501014002",490351014002,"GQ","GQ",49
"427",199348,"G49003501014003",490351014003,"GQ","GQ",49
"428",199349,"G49003501015001",490351015001,"69","10",49
"429",199350,"G49003501015002",490351015002,"23","3",49
"430",199351,"G49003501015003",490351015003,"21","2",49
"431",199352,"G49003501015004",490351015004,"21","2",49
"432",199353,"G49003501016001",490351016001,"22","3",49
"433",199354,"G49003501016002",490351016002,"44","7",49
"434",199355,"G49003501016003",490351016003,"26","3",49
"435",199356,"G49003501017001",490351017001,"35","5",49
"436",199357,"G49003501017002",490351017002,"34","5",49
"437",199358,"G49003501017003",490351017003,"37","5",49
"438",199359,"G49003501018001",490351018001,"43","7",49
"439",199360,"G49003501018002",490351018002,"39","6",49
"440",199361,"G49003501018003",490351018003,"32","4",49
"441",199362,"G49003501019001",490351019001,"42","7",49
"442",199363,"G49003501019002",490351019002,"36","5",49
"443",199364,"G49003501020001",490351020001,"28","4",49
"444",199365,"G49003501020002",490351020002,"31","4",49
"445",199366,"G49003501020003",490351020003,"46","7",49
"446",199367,"G49003501021001",490351021001,"35","5",49
"447",199368,"G49003501023001",490351023001,"40","6",49
"448",199369,"G49003501023002",490351023002,"55","9",49
"449",199370,"G49003501025001",490351025001,"42","7",49
"450",199371,"G49003501026001",490351026001,"67","10",49
"451",199372,"G49003501026002",490351026002,"64","10",49
"452",199373,"G49003501026003",490351026003,"61","9",49
"453",199374,"G49003501027011",490351027011,"58","9",49
"454",199375,"G49003501027012",490351027012,"99","10",49
"455",199376,"G49003501027013",490351027013,"54","9",49
"456",199377,"G49003501027021",490351027021,"53","8",49
"457",199378,"G49003501027022",490351027022,"55","9",49
"458",199379,"G49003501028011",490351028011,"51","8",49
"459",199380,"G49003501028012",490351028012,"57","9",49
"460",199381,"G49003501028013",490351028013,"60","9",49
"461",199382,"G49003501028021",490351028021,"50","8",49
"462",199383,"G49003501028022",490351028022,"46","7",49
"463",199384,"G49003501028023",490351028023,"47","7",49
"464",199385,"G49003501029001",490351029001,"52","8",49
"465",199386,"G49003501029002",490351029002,"40","6",49
"466",199387,"G49003501029003",490351029003,"48","8",49
"467",199388,"G49003501030001",490351030001,"29","4",49
"468",199389,"G49003501030002",490351030002,"39","6",49
"469",199390,"G49003501031001",490351031001,"34","5",49
"470",199391,"G49003501031002",490351031002,"33","5",49
"471",199392,"G49003501031003",490351031003,"53","8",49
"472",199393,"G49003501032001",490351032001,"40","6",49
"473",199394,"G49003501032002",490351032002,"36","5",49
"474",199395,"G49003501032003",490351032003,"50","8",49
"475",199396,"G49003501033001",490351033001,"37","5",49
"476",199397,"G49003501033002",490351033002,"31","4",49
"477",199398,"G49003501033003",490351033003,"29","4",49
"478",199399,"G49003501034001",490351034001,"26","3",49
"479",199400,"G49003501034002",490351034002,"23","3",49
"480",199401,"G49003501034003",490351034003,"23","3",49
"481",199402,"G49003501035001",490351035001,"9","1",49
"482",199403,"G49003501035002",490351035002,"19","2",49
"483",199404,"G49003501035003",490351035003,"19","2",49
"484",199405,"G49003501036001",490351036001,"10","1",49
"485",199406,"G49003501036002",490351036002,"6","1",49
"486",199407,"G49003501037001",490351037001,"13","1",49
"487",199408,"G49003501037002",490351037002,"14","1",49
"488",199409,"G49003501038001",490351038001,"15","1",49
"489",199410,"G49003501038002",490351038002,"18","2",49
"490",199411,"G49003501039001",490351039001,"20","2",49
"491",199412,"G49003501039002",490351039002,"17","2",49
"492",199413,"G49003501039003",490351039003,"18","2",49
"493",199414,"G49003501040001",490351040001,"16","2",49
"494",199415,"G49003501040002",490351040002,"12","1",49
"495",199416,"G49003501040003",490351040003,"10","1",49
"496",199417,"G49003501041001",490351041001,"13","1",49
"497",199418,"G49003501041002",490351041002,"7","1",49
"498",199419,"G49003501042001",490351042001,"8","1",49
"499",199420,"G49003501042002",490351042002,"4","1",49
"500",199421,"G49003501042003",490351042003,"8","1",49
"501",199422,"G49003501042004",490351042004,"9","1",49
"502",199423,"G49003501042005",490351042005,"3","1",49
"503",199424,"G49003501042006",490351042006,"20","2",49
"504",199425,"G49003501043001",490351043001,"17","2",49
"505",199426,"G49003501043002",490351043002,"21","2",49
"506",199427,"G49003501044001",490351044001,"11","1",49
"507",199428,"G49003501044002",490351044002,"5","1",49
"508",199429,"G49003501047001",490351047001,"26","3",49
"509",199430,"G49003501047002",490351047002,"19","2",49
"510",199431,"G49003501047003",490351047003,"27","3",49
"511",199432,"G49003501048001",490351048001,"20","2",49
"512",199433,"G49003501048002",490351048002,"24","3",49
"513",199434,"G49003501048003",490351048003,"36","5",49
"514",199435,"G49003501048004",490351048004,"29","4",49
"515",199436,"G49003501049001",490351049001,"38","6",49
"516",199437,"G49003501049002",490351049002,"43","7",49
"517",199438,"G49003501049003",490351049003,"34","5",49
"518",199439,"G49003501101021",490351101021,"6","1",49
"519",199440,"G49003501101022",490351101022,"13","1",49
"520",199441,"G49003501101023",490351101023,"7","1",49
"521",199442,"G49003501101031",490351101031,"6","1",49
"522",199443,"G49003501101032",490351101032,"12","1",49
"523",199444,"G49003501101033",490351101033,"14","1",49
"524",199445,"G49003501101041",490351101041,"6","1",49
"525",199446,"G49003501101042",490351101042,"4","1",49
"526",199447,"G49003501101043",490351101043,"14","1",49
"527",199448,"G49003501101044",490351101044,"9","1",49
"528",199449,"G49003501102001",490351102001,"14","1",49
"529",199450,"G49003501102002",490351102002,"19","2",49
"530",199451,"G49003501102003",490351102003,"21","2",49
"531",199452,"G49003501102004",490351102004,"20","2",49
"532",199453,"G49003501102005",490351102005,"24","3",49
"533",199454,"G49003501103001",490351103001,"25","3",49
"534",199455,"G49003501103002",490351103002,"24","3",49
"535",199456,"G49003501103003",490351103003,"19","2",49
"536",199457,"G49003501103004",490351103004,"24","3",49
