"","V1","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK","STATE"
"1531",200452,"G49005302714001",490532714001,"64","10",49
"1532",200453,"G49005302714002",490532714002,"51","8",49
"1533",200454,"G49005302714003",490532714003,"62","10",49
"1534",200455,"G49005302715001",490532715001,"34","5",49
"1535",200456,"G49005302715002",490532715002,"25","3",49
"1536",200457,"G49005302716001",490532716001,"36","5",49
"1537",200458,"G49005302716002",490532716002,"35","5",49
"1538",200459,"G49005302717011",490532717011,"34","5",49
"1539",200460,"G49005302717012",490532717012,"19","2",49
"1540",200461,"G49005302717021",490532717021,"18","2",49
"1541",200462,"G49005302717022",490532717022,"40","6",49
"1542",200463,"G49005302718001",490532718001,"41","7",49
"1543",200464,"G49005302718002",490532718002,"46","7",49
"1544",200465,"G49005509791001",490559791001,"58","9",49
"1545",200466,"G49005509791002",490559791002,"49","8",49
"1546",200467,"G49005702001001",490572001001,"59","9",49
"1547",200468,"G49005702001002",490572001002,"62","10",49
"1548",200469,"G49005702001003",490572001003,"64","10",49
"1549",200470,"G49005702002021",490572002021,"80","10",49
"1550",200471,"G49005702002022",490572002022,"73","10",49
"1551",200472,"G49005702002031",490572002031,"67","10",49
"1552",200473,"G49005702002032",490572002032,"54","9",49
"1553",200474,"G49005702002033",490572002033,"72","10",49
"1554",200475,"G49005702002041",490572002041,"39","6",49
"1555",200476,"G49005702002042",490572002042,"69","10",49
"1556",200477,"G49005702003001",490572003001,"69","10",49
"1557",200478,"G49005702003002",490572003002,"50","8",49
"1558",200479,"G49005702003003",490572003003,"82","10",49
"1559",200480,"G49005702004001",490572004001,"80","10",49
"1560",200481,"G49005702004002",490572004002,"73","10",49
"1561",200482,"G49005702005001",490572005001,"58","9",49
"1562",200483,"G49005702005002",490572005002,"77","10",49
"1563",200484,"G49005702005003",490572005003,"62","10",49
"1564",200485,"G49005702005004",490572005004,"42","7",49
"1565",200486,"G49005702005005",490572005005,"74","10",49
"1566",200487,"G49005702006001",490572006001,"45","7",49
"1567",200488,"G49005702006002",490572006002,"53","9",49
"1568",200489,"G49005702006003",490572006003,"57","9",49
"1569",200490,"G49005702006004",490572006004,"46","7",49
"1570",200491,"G49005702007001",490572007001,"52","8",49
"1571",200492,"G49005702007002",490572007002,"52","8",49
"1572",200493,"G49005702007003",490572007003,"46","7",49
"1573",200494,"G49005702008001",490572008001,"67","10",49
"1574",200495,"G49005702008002",490572008002,"85","10",49
"1575",200496,"G49005702008003",490572008003,"66","10",49
"1576",200497,"G49005702009001",490572009001,"76","10",49
"1577",200498,"G49005702009002",490572009002,"75","10",49
"1578",200499,"G49005702009003",490572009003,"69","10",49
"1579",200500,"G49005702011001",490572011001,"71","10",49
"1580",200501,"G49005702012001",490572012001,"82","10",49
"1581",200502,"G49005702012002",490572012002,"86","10",49
"1582",200503,"G49005702013011",490572013011,"66","10",49
"1583",200504,"G49005702013012",490572013012,"73","10",49
"1584",200505,"G49005702013021",490572013021,"64","10",49
"1585",200506,"G49005702013022",490572013022,"52","8",49
"1586",200507,"G49005702013023",490572013023,"81","10",49
"1587",200508,"G49005702014001",490572014001,"51","8",49
"1588",200509,"G49005702014002",490572014002,"32","5",49
"1589",200510,"G49005702014003",490572014003,"38","6",49
"1590",200511,"G49005702015001",490572015001,"53","9",49
"1591",200512,"G49005702015002",490572015002,"32","5",49
"1592",200513,"G49005702015003",490572015003,"27","4",49
"1593",200514,"G49005702015004",490572015004,"20","2",49
"1594",200515,"G49005702016001",490572016001,"60","9",49
"1595",200516,"G49005702016002",490572016002,"52","8",49
"1596",200517,"G49005702016003",490572016003,"51","8",49
"1597",200518,"G49005702016004",490572016004,"61","9",49
"1598",200519,"G49005702017001",490572017001,"74","10",49
"1599",200520,"G49005702017002",490572017002,"74","10",49
"1600",200521,"G49005702018001",490572018001,"83","10",49
"1601",200522,"G49005702018002",490572018002,"82","10",49
"1602",200523,"G49005702019001",490572019001,"70","10",49
"1603",200524,"G49005702020001",490572020001,"36","5",49
"1604",200525,"G49005702020002",490572020002,"14","1",49
"1605",200526,"G49005702020003",490572020003,"14","1",49
"1606",200527,"G49005702101001",490572101001,"16","2",49
"1607",200528,"G49005702101002",490572101002,"15","2",49
"1608",200529,"G49005702101003",490572101003,"21","2",49
"1609",200530,"G49005702102011",490572102011,"22","3",49
"1610",200531,"G49005702102012",490572102012,"39","6",49
"1611",200532,"G49005702102013",490572102013,"43","7",49
"1612",200533,"G49005702102031",490572102031,"31","4",49
"1613",200534,"G49005702102032",490572102032,"38","6",49
"1614",200535,"G49005702102041",490572102041,"35","5",49
"1615",200536,"G49005702102042",490572102042,"41","7",49
"1616",200537,"G49005702103021",490572103021,"38","6",49
"1617",200538,"G49005702103022",490572103022,"45","7",49
"1618",200539,"G49005702103023",490572103023,"40","6",49
"1619",200540,"G49005702103024",490572103024,"46","7",49
"1620",200541,"G49005702103031",490572103031,"26","3",49
"1621",200542,"G49005702103032",490572103032,"25","3",49
"1622",200543,"G49005702103033",490572103033,"21","2",49
"1623",200544,"G49005702103034",490572103034,"17","2",49
"1624",200545,"G49005702103041",490572103041,"22","3",49
"1625",200546,"G49005702103042",490572103042,"38","6",49
"1626",200547,"G49005702104021",490572104021,"24","3",49
"1627",200548,"G49005702104022",490572104022,"32","5",49
"1628",200549,"G49005702104031",490572104031,"39","6",49
"1629",200550,"G49005702104032",490572104032,"17","2",49
"1630",200551,"G49005702104033",490572104033,"35","5",49
"1631",200552,"G49005702104034",490572104034,"51","8",49
"1632",200553,"G49005702104035",490572104035,"29","4",49
"1633",200554,"G49005702104041",490572104041,"28","4",49
"1634",200555,"G49005702104042",490572104042,"26","3",49
"1635",200556,"G49005702105041",490572105041,"24","3",49
"1636",200557,"G49005702105042",490572105042,"26","3",49
"1637",200558,"G49005702105043",490572105043,"21","2",49
"1638",200559,"G49005702105051",490572105051,"18","2",49
"1639",200560,"G49005702105052",490572105052,"36","5",49
"1640",200561,"G49005702105053",490572105053,"22","3",49
"1641",200562,"G49005702105061",490572105061,"39","6",49
"1642",200563,"G49005702105062",490572105062,"50","8",49
"1643",200564,"G49005702105063",490572105063,"41","7",49
"1644",200565,"G49005702105081",490572105081,"37","6",49
"1645",200566,"G49005702105091",490572105091,"46","7",49
"1646",200567,"G49005702105092",490572105092,"35","5",49
"1647",200568,"G49005702105101",490572105101,"36","5",49
"1648",200569,"G49005702105102",490572105102,"43","7",49
"1649",200570,"G49005702105111",490572105111,"43","7",49
"1650",200571,"G49005702105112",490572105112,"47","8",49
"1651",200572,"G49005702105121",490572105121,"52","8",49
"1652",200573,"G49005702105122",490572105122,"44","7",49
"1653",200574,"G49005702105123",490572105123,"72","10",49
"1654",200575,"G49005702106001",490572106001,"87","10",49
"1655",200576,"G49005702106002",490572106002,"48","8",49
"1656",200577,"G49005702106003",490572106003,"50","8",49
"1657",200578,"G49005702106004",490572106004,"56","9",49
"1658",200579,"G49005702106005",490572106005,"45","7",49
"1659",200580,"G49005702107011",490572107011,"56","9",49
"1660",200581,"G49005702107012",490572107012,"63","10",49
"1661",200582,"G49005702107013",490572107013,"52","8",49
"1662",200583,"G49005702107014",490572107014,"44","7",49
"1663",200584,"G49005702107031",490572107031,"50","8",49
"1664",200585,"G49005702107032",490572107032,"48","8",49
"1665",200586,"G49005702107041",490572107041,"61","9",49
"1666",200587,"G49005702107042",490572107042,"47","8",49
"1667",200588,"G49005702107043",490572107043,"52","8",49
"1668",200589,"G49005702107044",490572107044,"60","9",49
"1669",200590,"G49005702107045",490572107045,"36","5",49
"1670",200591,"G49005702108001",490572108001,"70","10",49
"1671",200592,"G49005702108002",490572108002,"76","10",49
"1672",200593,"G49005702108003",490572108003,"66","10",49
"1673",200594,"G49005702109001",490572109001,"47","8",49
"1674",200595,"G49005702109002",490572109002,"52","8",49
"1675",200596,"G49005702109003",490572109003,"30","4",49
"1676",200597,"G49005702109004",490572109004,"37","6",49
"1677",200598,"G49005702109005",490572109005,"23","3",49
"1678",200599,"G49005702110001",490572110001,"52","8",49
"1679",200600,"G49005702110002",490572110002,"62","10",49
"1680",200601,"G49005702111001",490572111001,"71","10",49
"1681",200602,"G49005702111002",490572111002,"72","10",49
"1682",200603,"G49005702111003",490572111003,"24","3",49
"1683",200604,"G49005702111004",490572111004,"35","5",49
"1684",200605,"G49005702111005",490572111005,"55","9",49
"1685",200606,"G49005702112011",490572112011,"16","2",49
"1686",200607,"G49005702112012",490572112012,"20","2",49
"1687",200608,"G49005702112013",490572112013,"45","7",49
"1688",200609,"G49005702112021",490572112021,"53","9",49
"1689",200610,"G49005702112022",490572112022,"42","7",49
"1690",200611,"G49005702112023",490572112023,"33","5",49
